,Home,Away,Incomplete Passes,Touchbacks,Interceptions,Fumble Forced,Fumble Not Forced,Safety,Penalty,Tackled For Loss,Rush Attempts,Pass Attempts,Sack,Touchdowns,Pass Touchdowns,Rush Touchdowns,Extra Point Attempts,Two Point Attempts,Field Goal Attempts,Punt Attempts,Fumble,Complete Passes
156,LAC,OAK,30.0,2,0.0,0.0,2.0,0.0,14.0,3.0,51.0,72.0,4.0,1.0,1.0,0.0,1.0,0.0,5.0,18.0,2.0,38.0
157,ARI,DET,20.0,4,3.0,1.0,1.0,0.0,13.0,8.0,45.0,66.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,11.0,2.0,39.0
158,GB,PHI,30.0,8,2.0,2.0,4.0,0.0,9.0,5.0,56.0,86.0,4.0,9.0,5.0,1.0,6.0,0.0,5.0,6.0,6.0,50.0
159,IND,NE,24.0,10,3.0,1.0,0.0,0.0,9.0,5.0,62.0,70.0,1.0,8.0,4.0,4.0,8.0,0.0,2.0,4.0,1.0,42.0
160,TEN,PIT,18.0,2,2.0,0.0,0.0,0.0,5.0,4.0,51.0,61.0,5.0,6.0,3.0,2.0,5.0,0.0,3.0,6.0,0.0,36.0
161,OAK,KC,33.0,3,0.0,2.0,2.0,0.0,14.0,6.0,54.0,74.0,3.0,5.0,3.0,2.0,5.0,0.0,3.0,13.0,4.0,38.0
162,ATL,CLE,30.0,9,4.0,0.0,2.0,0.0,12.0,2.0,52.0,87.0,3.0,5.0,2.0,3.0,5.0,0.0,6.0,5.0,2.0,50.0
163,PHI,TEN,29.0,4,3.0,3.0,0.0,0.0,16.0,7.0,56.0,88.0,7.0,6.0,2.0,3.0,7.0,0.0,7.0,9.0,3.0,49.0
164,NE,DET,41.0,8,2.0,0.0,1.0,0.0,20.0,4.0,45.0,101.0,2.0,4.0,2.0,2.0,4.0,0.0,6.0,10.0,1.0,56.0
165,MIN,GB,25.0,5,1.0,1.0,0.0,0.0,15.0,3.0,57.0,70.0,3.0,5.0,4.0,1.0,4.0,1.0,3.0,8.0,1.0,40.0
166,IND,JAC,22.0,7,1.0,6.0,2.0,0.0,12.0,6.0,58.0,68.0,9.0,2.0,1.0,1.0,2.0,0.0,4.0,10.0,8.0,36.0
167,HOU,CIN,33.0,5,2.0,0.0,1.0,1.0,9.0,7.0,62.0,81.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,9.0,1.0,45.0
168,CHI,TB,31.0,3,2.0,4.0,1.0,0.0,15.0,4.0,48.0,83.0,8.0,4.0,2.0,2.0,4.0,0.0,3.0,15.0,5.0,42.0
169,SEA,ARI,16.0,5,1.0,2.0,0.0,0.0,10.0,8.0,49.0,58.0,10.0,1.0,1.0,0.0,1.0,0.0,7.0,10.0,2.0,31.0
170,LAC,LA,20.0,3,3.0,3.0,2.0,0.0,17.0,1.0,46.0,75.0,4.0,6.0,2.0,2.0,4.0,0.0,4.0,8.0,5.0,48.0
171,SF,WAS,17.0,1,1.0,3.0,1.0,0.0,12.0,6.0,56.0,56.0,7.0,3.0,1.0,2.0,3.0,0.0,3.0,14.0,4.0,31.0
172,DEN,MIA,16.0,7,1.0,4.0,0.0,0.0,15.0,3.0,57.0,74.0,2.0,10.0,7.0,3.0,8.0,2.0,2.0,4.0,4.0,54.0
173,NYG,DAL,18.0,6,1.0,1.0,0.0,0.0,12.0,5.0,57.0,70.0,4.0,8.0,7.0,1.0,8.0,0.0,1.0,8.0,1.0,47.0
174,BUF,NYJ,21.0,3,1.0,0.0,0.0,0.0,13.0,4.0,48.0,71.0,8.0,5.0,2.0,2.0,4.0,0.0,2.0,12.0,0.0,41.0
175,NO,BAL,15.0,9,1.0,2.0,0.0,0.0,11.0,8.0,53.0,74.0,5.0,7.0,4.0,2.0,6.0,0.0,4.0,5.0,2.0,53.0
176,DET,CHI,26.0,8,2.0,2.0,0.0,0.0,10.0,4.0,31.0,98.0,5.0,6.0,4.0,2.0,6.0,0.0,3.0,9.0,2.0,65.0
177,DAL,PHI,18.0,6,2.0,2.0,1.0,0.0,10.0,7.0,70.0,63.0,5.0,4.0,1.0,3.0,4.0,0.0,5.0,8.0,3.0,38.0
178,SF,SEA,18.0,5,2.0,2.0,2.0,0.0,17.0,6.0,52.0,59.0,8.0,1.0,1.0,0.0,1.0,0.0,5.0,9.0,3.0,31.0
179,IND,WAS,23.0,9,1.0,6.0,2.0,0.0,20.0,3.0,42.0,81.0,7.0,10.0,8.0,1.0,9.0,0.0,2.0,9.0,8.0,50.0
180,HOU,TEN,18.0,9,3.0,2.0,0.0,0.0,11.0,11.0,58.0,67.0,3.0,9.0,8.0,0.0,8.0,0.0,2.0,8.0,2.0,43.0
181,BUF,CLE,25.0,10,4.0,1.0,2.0,0.0,16.0,7.0,56.0,72.0,3.0,3.0,1.0,1.0,2.0,0.0,7.0,11.0,3.0,40.0
182,BAL,LAC,22.0,6,1.0,1.0,1.0,0.0,22.0,6.0,50.0,78.0,2.0,7.0,5.0,2.0,7.0,0.0,6.0,2.0,2.0,53.0
183,JAC,NYG,24.0,7,0.0,3.0,0.0,0.0,13.0,5.0,57.0,81.0,11.0,6.0,2.0,2.0,3.0,1.0,4.0,12.0,3.0,45.0
184,TB,CIN,18.0,6,4.0,0.0,2.0,0.0,23.0,9.0,53.0,60.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,12.0,2.0,35.0
185,LA,OAK,25.0,8,3.0,3.0,2.0,0.0,16.0,6.0,47.0,77.0,7.0,7.0,2.0,4.0,6.0,0.0,1.0,14.0,5.0,42.0
186,PIT,NO,32.0,6,2.0,0.0,0.0,0.0,16.0,2.0,49.0,89.0,2.0,8.0,7.0,1.0,6.0,2.0,4.0,8.0,0.0,51.0
187,MIN,CAR,22.0,7,1.0,2.0,0.0,0.0,9.0,4.0,57.0,63.0,7.0,5.0,3.0,0.0,3.0,0.0,3.0,12.0,2.0,33.0
188,ATL,ARI,23.0,8,3.0,1.0,0.0,0.0,13.0,4.0,46.0,81.0,1.0,4.0,3.0,0.0,2.0,1.0,6.0,8.0,1.0,54.0
189,GB,NE,27.0,2,0.0,1.0,1.0,0.0,8.0,3.0,47.0,77.0,4.0,5.0,4.0,1.0,5.0,0.0,6.0,5.0,2.0,46.0
190,KC,DEN,24.0,0,1.0,2.0,1.0,0.0,10.0,7.0,60.0,65.0,7.0,4.0,4.0,0.0,3.0,1.0,6.0,9.0,3.0,32.0
191,NYJ,MIA,14.0,1,2.0,0.0,1.0,0.0,10.0,10.0,67.0,52.0,4.0,2.0,0.0,2.0,2.0,0.0,8.0,8.0,1.0,32.0
192,CHI,DAL,18.0,3,1.0,1.0,0.0,0.0,17.0,5.0,51.0,73.0,1.0,9.0,5.0,4.0,8.0,1.0,2.0,6.0,1.0,53.0
193,CIN,PIT,24.0,8,0.0,2.0,1.0,0.0,10.0,4.0,52.0,78.0,3.0,8.0,5.0,3.0,7.0,1.0,2.0,13.0,3.0,50.0
194,WAS,LA,17.0,1,2.0,3.0,1.0,0.0,16.0,8.0,42.0,70.0,11.0,3.0,2.0,0.0,1.0,1.0,3.0,10.0,4.0,39.0
195,TEN,NYG,26.0,7,3.0,2.0,0.0,0.0,12.0,3.0,44.0,86.0,8.0,4.0,1.0,1.0,2.0,0.0,6.0,10.0,2.0,49.0
196,NO,CAR,31.0,9,1.0,2.0,1.0,0.0,10.0,3.0,57.0,84.0,2.0,6.0,4.0,2.0,6.0,0.0,4.0,9.0,3.0,50.0
197,MIN,NYJ,17.0,3,2.0,4.0,2.0,1.0,10.0,4.0,70.0,63.0,6.0,5.0,3.0,0.0,3.0,0.0,8.0,7.0,6.0,38.0
198,MIA,BAL,17.0,9,1.0,1.0,1.0,0.0,13.0,2.0,47.0,73.0,7.0,5.0,3.0,2.0,5.0,0.0,2.0,9.0,2.0,48.0
199,CLE,IND,42.0,3,4.0,4.0,0.0,0.0,13.0,1.0,51.0,90.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,16.0,4.0,38.0
200,DET,TB,25.0,9,2.0,2.0,2.0,0.0,14.0,6.0,45.0,83.0,10.0,6.0,5.0,1.0,6.0,0.0,3.0,9.0,4.0,46.0
201,JAC,HOU,25.0,5,1.0,1.0,0.0,0.0,13.0,6.0,64.0,65.0,6.0,4.0,1.0,3.0,4.0,0.0,4.0,9.0,1.0,33.0
202,DEN,BUF,21.0,6,4.0,3.0,0.0,0.0,16.0,3.0,45.0,81.0,4.0,5.0,1.0,4.0,5.0,0.0,2.0,6.0,3.0,52.0
203,ARI,KC,27.0,2,1.0,2.0,0.0,0.0,15.0,4.0,50.0,77.0,7.0,3.0,2.0,1.0,2.0,1.0,5.0,8.0,2.0,41.0
204,PHI,SEA,24.0,2,1.0,2.0,2.0,0.0,12.0,8.0,68.0,62.0,5.0,5.0,4.0,1.0,5.0,0.0,1.0,14.0,4.0,32.0
205,OAK,SF,19.0,3,2.0,0.0,0.0,0.0,17.0,7.0,49.0,67.0,6.0,4.0,4.0,0.0,4.0,0.0,4.0,9.0,0.0,40.0
206,LAC,NE,27.0,5,2.0,2.0,0.0,0.0,14.0,10.0,45.0,82.0,5.0,4.0,3.0,0.0,3.0,0.0,3.0,13.0,2.0,48.0
207,GB,ATL,26.0,2,1.0,1.0,0.0,0.0,8.0,7.0,55.0,77.0,2.0,10.0,7.0,3.0,9.0,1.0,5.0,3.0,1.0,48.0
208,LA,ARI,32.0,3,1.0,3.0,1.0,0.0,14.0,5.0,53.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,36.0
209,ATL,PIT,18.0,5,1.0,1.0,0.0,0.0,6.0,5.0,42.0,73.0,1.0,5.0,2.0,2.0,4.0,0.0,4.0,6.0,1.0,53.0
210,NYG,WAS,23.0,4,0.0,3.0,2.0,0.0,18.0,4.0,49.0,76.0,8.0,4.0,4.0,0.0,4.0,0.0,3.0,12.0,5.0,45.0
211,NE,MIA,29.0,7,3.0,3.0,1.0,0.0,10.0,6.0,52.0,86.0,4.0,6.0,3.0,2.0,5.0,0.0,5.0,7.0,4.0,50.0
212,KC,OAK,42.0,4,0.0,1.0,1.0,0.0,21.0,3.0,44.0,92.0,5.0,5.0,3.0,1.0,4.0,0.0,5.0,18.0,2.0,45.0
213,IND,HOU,26.0,4,2.0,1.0,2.0,0.0,15.0,6.0,69.0,62.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,14.0,3.0,31.0
214,CLE,CIN,15.0,3,3.0,2.0,1.0,0.0,14.0,4.0,62.0,47.0,5.0,3.0,0.0,3.0,3.0,0.0,3.0,9.0,3.0,24.0
215,BAL,JAC,25.0,7,1.0,1.0,0.0,0.0,14.0,2.0,49.0,76.0,8.0,2.0,1.0,0.0,1.0,0.0,9.0,10.0,1.0,42.0
216,BUF,GB,35.0,6,3.0,2.0,0.0,1.0,19.0,2.0,58.0,73.0,4.0,2.0,0.0,1.0,1.0,0.0,7.0,12.0,2.0,31.0
217,CAR,TB,29.0,5,1.0,6.0,2.0,0.0,8.0,8.0,55.0,74.0,6.0,3.0,2.0,1.0,3.0,0.0,6.0,8.0,8.0,38.0
218,TEN,NYJ,31.0,3,0.0,0.0,2.0,1.0,16.0,6.0,57.0,68.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,13.0,2.0,32.0
219,LAC,DEN,23.0,5,2.0,1.0,0.0,0.0,15.0,5.0,59.0,64.0,1.0,2.0,2.0,0.0,2.0,0.0,8.0,7.0,1.0,38.0
220,DET,MIN,19.0,5,2.0,1.0,0.0,0.0,8.0,4.0,43.0,73.0,4.0,3.0,2.0,1.0,3.0,0.0,6.0,8.0,1.0,48.0
221,SEA,SF,19.0,1,1.0,0.0,0.0,0.0,15.0,6.0,64.0,54.0,11.0,3.0,1.0,2.0,3.0,0.0,1.0,9.0,0.0,23.0
222,PHI,DAL,18.0,3,2.0,2.0,2.0,0.0,19.0,11.0,63.0,66.0,7.0,8.0,3.0,5.0,8.0,0.0,3.0,8.0,4.0,39.0
223,CHI,NO,18.0,4,3.0,2.0,1.0,0.0,12.0,4.0,46.0,77.0,9.0,6.0,5.0,1.0,5.0,1.0,2.0,11.0,3.0,46.0
224,JAC,TEN,24.0,8,0.0,1.0,0.0,0.0,10.0,1.0,53.0,70.0,8.0,4.0,2.0,2.0,4.0,0.0,2.0,12.0,1.0,38.0
225,WAS,PHI,18.0,3,2.0,2.0,1.0,0.0,16.0,2.0,60.0,78.0,5.0,6.0,2.0,4.0,6.0,0.0,5.0,5.0,3.0,53.0
226,SF,LAC,27.0,4,3.0,4.0,0.0,0.0,17.0,3.0,64.0,82.0,4.0,10.0,5.0,3.0,8.0,0.0,2.0,8.0,4.0,48.0
227,MIA,MIN,17.0,7,2.0,0.0,2.0,1.0,15.0,1.0,57.0,79.0,6.0,9.0,6.0,3.0,8.0,1.0,3.0,6.0,2.0,54.0
228,HOU,BAL,47.0,9,4.0,3.0,0.0,0.0,14.0,10.0,54.0,97.0,3.0,3.0,3.0,0.0,2.0,1.0,6.0,16.0,3.0,42.0
229,CHI,DET,30.0,5,3.0,1.0,1.0,0.0,12.0,4.0,48.0,84.0,6.0,4.0,2.0,2.0,4.0,0.0,3.0,7.0,2.0,45.0
230,CAR,CLE,22.0,6,2.0,2.0,0.0,0.0,11.0,7.0,67.0,56.0,4.0,3.0,2.0,1.0,3.0,0.0,4.0,10.0,2.0,28.0
231,NO,ATL,25.0,4,2.0,3.0,1.0,0.0,9.0,4.0,40.0,92.0,5.0,5.0,2.0,2.0,4.0,0.0,3.0,9.0,4.0,60.0
232,TB,GB,22.0,5,1.0,3.0,0.0,0.0,8.0,6.0,45.0,74.0,8.0,2.0,1.0,1.0,2.0,0.0,4.0,10.0,3.0,43.0
233,PIT,KC,21.0,1,0.0,1.0,0.0,0.0,8.0,2.0,40.0,78.0,7.0,2.0,1.0,1.0,2.0,0.0,6.0,3.0,1.0,50.0
234,NYJ,NE,20.0,1,2.0,0.0,0.0,0.0,7.0,4.0,56.0,68.0,6.0,3.0,2.0,1.0,3.0,0.0,5.0,9.0,0.0,40.0
235,LA,NYG,14.0,6,1.0,1.0,1.0,0.0,21.0,3.0,54.0,67.0,3.0,7.0,5.0,2.0,7.0,0.0,6.0,7.0,2.0,49.0
236,OAK,BUF,32.0,8,2.0,1.0,1.0,0.0,11.0,8.0,49.0,86.0,3.0,5.0,5.0,0.0,5.0,0.0,6.0,14.0,2.0,49.0
237,DAL,IND,14.0,9,2.0,2.0,0.0,0.0,15.0,13.0,50.0,68.0,3.0,7.0,6.0,1.0,7.0,0.0,1.0,7.0,2.0,49.0
238,ARI,SEA,37.0,6,1.0,1.0,1.0,0.0,12.0,6.0,49.0,82.0,5.0,5.0,2.0,3.0,5.0,0.0,5.0,13.0,2.0,39.0
239,CIN,DEN,20.0,10,5.0,1.0,1.0,0.0,13.0,8.0,56.0,72.0,2.0,8.0,4.0,2.0,6.0,0.0,4.0,11.0,2.0,45.0
240,BAL,CLE,27.0,4,1.0,1.0,2.0,0.0,15.0,5.0,57.0,69.0,5.0,3.0,2.0,1.0,3.0,0.0,3.0,13.0,3.0,36.0
241,WAS,DAL,23.0,4,3.0,2.0,1.0,0.0,16.0,2.0,50.0,79.0,4.0,7.0,3.0,3.0,6.0,0.0,4.0,8.0,3.0,49.0
242,TEN,IND,30.0,3,0.0,4.0,1.0,0.0,8.0,4.0,54.0,71.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,12.0,5.0,36.0
243,TB,NO,19.0,6,4.0,1.0,0.0,1.0,6.0,6.0,62.0,66.0,5.0,5.0,2.0,3.0,5.0,0.0,2.0,7.0,1.0,38.0
244,NYG,PHI,36.0,8,2.0,1.0,0.0,0.0,13.0,4.0,57.0,93.0,4.0,6.0,3.0,2.0,5.0,0.0,6.0,14.0,1.0,51.0
245,NE,BUF,22.0,6,0.0,1.0,0.0,0.0,10.0,8.0,58.0,62.0,6.0,2.0,1.0,1.0,2.0,0.0,4.0,9.0,1.0,34.0
246,HOU,JAC,28.0,8,1.0,2.0,0.0,1.0,10.0,7.0,53.0,77.0,8.0,5.0,3.0,1.0,4.0,0.0,2.0,12.0,2.0,40.0
247,KC,LAC,23.0,3,2.0,2.0,0.0,0.0,17.0,6.0,51.0,72.0,11.0,2.0,0.0,1.0,2.0,0.0,6.0,10.0,2.0,36.0
248,MIA,NYJ,22.0,5,0.0,2.0,0.0,0.0,10.0,10.0,54.0,74.0,8.0,7.0,4.0,3.0,7.0,0.0,6.0,7.0,2.0,44.0
249,MIN,CHI,20.0,3,1.0,0.0,0.0,0.0,12.0,4.0,54.0,66.0,5.0,1.0,1.0,0.0,1.0,0.0,6.0,7.0,0.0,40.0
250,DEN,OAK,33.0,8,1.0,3.0,1.0,0.0,10.0,4.0,52.0,79.0,4.0,7.0,2.0,3.0,5.0,0.0,4.0,12.0,4.0,41.0
251,SF,ARI,25.0,3,3.0,0.0,0.0,0.0,13.0,5.0,58.0,69.0,3.0,4.0,4.0,0.0,4.0,0.0,3.0,7.0,0.0,38.0
252,GB,DET,26.0,3,0.0,2.0,2.0,1.0,15.0,4.0,62.0,67.0,3.0,7.0,5.0,1.0,5.0,1.0,1.0,7.0,4.0,38.0
253,SEA,LA,16.0,4,3.0,4.0,1.0,0.0,8.0,7.0,53.0,69.0,7.0,2.0,0.0,1.0,1.0,0.0,4.0,8.0,5.0,43.0
254,ATL,CAR,22.0,5,2.0,1.0,0.0,0.0,11.0,4.0,51.0,70.0,7.0,4.0,1.0,1.0,2.0,0.0,3.0,8.0,1.0,39.0
255,PIT,CIN,22.0,3,4.0,1.0,2.0,0.0,6.0,4.0,47.0,80.0,3.0,5.0,4.0,0.0,4.0,0.0,4.0,6.0,3.0,51.0
